,Age,Catagory,Size,Color
3754,31,0,2,0
3755,34,1,1,3
3756,24,1,1,1
3757,23,1,1,0
3758,23,0,1,2
3759,36,2,0,1
3760,30,0,1,2
3761,29,1,2,0
3762,32,1,0,0
3763,31,1,2,2
3764,30,2,0,0
3765,40,2,0,2
3766,28,3,1,0
3767,16,2,1,3
3768,21,3,2,0
3769,41,1,1,0
3770,31,0,0,1
3771,26,1,2,2
3772,16,1,0,0
3773,35,3,1,1
3774,25,1,0,0
3775,30,1,1,2
3776,16,1,0,2
3777,36,0,2,3
3778,31,0,0,1
3779,18,0,0,3
3780,30,3,2,0
3781,29,2,1,1
3782,41,0,1,3
3783,37,3,1,0
3784,17,3,0,2
3785,33,1,0,2
3786,16,2,2,0
3787,39,1,1,0
3788,34,2,2,3
3789,39,3,0,0
3790,17,1,2,3
3791,19,2,2,0
3792,31,1,1,3
3793,41,1,1,1
3794,33,1,1,1
3795,20,3,0,3
3796,34,0,1,2
3797,22,3,1,0
3798,17,0,1,3
3799,33,3,2,3
3800,16,2,2,0
3801,25,3,0,1
3802,24,1,2,0
3803,36,2,2,0
3804,16,1,2,1
3805,33,0,0,2
3806,35,3,1,0
3807,18,1,2,1
3808,35,0,0,1
3809,21,1,0,2
3810,25,2,1,0
3811,28,0,1,1
3812,33,0,0,0
3813,20,2,1,0
3814,18,1,0,2
3815,41,1,1,3
3816,30,0,2,0
3817,21,2,0,0
3818,23,2,1,1
3819,22,1,2,1
3820,36,2,1,0
3821,21,0,1,0
3822,31,3,0,1
3823,23,2,1,0
3824,24,2,1,3
3825,31,0,0,1
3826,31,2,0,0
3827,38,1,0,0
3828,27,1,1,3
3829,23,2,2,1
3830,22,1,2,2
3831,16,3,1,2
3832,33,0,0,1
3833,35,2,0,2
3834,24,3,1,2
3835,36,1,1,3
3836,17,0,2,0
3837,31,2,0,2
3838,37,3,0,3
3839,21,2,1,3
3840,22,1,0,2
3841,40,2,0,2
3842,31,3,0,2
3843,38,1,0,1
3844,32,3,2,2
3845,28,1,2,1
3846,21,3,2,2
3847,35,3,1,2
3848,37,3,2,0
3849,32,0,2,0
3850,31,3,1,2
3851,22,1,2,0
3852,37,2,2,0
3853,34,3,1,0
3854,25,1,1,3
3855,22,1,2,0
3856,29,3,0,2
3857,37,0,1,3
3858,21,0,2,0
3859,40,3,0,0
3860,33,3,2,0
3861,28,0,1,2
3862,17,1,2,3
3863,23,0,0,3
3864,39,3,1,0
3865,18,2,2,1
3866,37,2,1,0
3867,40,3,0,0
3868,29,0,2,0
3869,20,2,2,1
3870,32,3,1,3
3871,21,2,0,2
3872,23,1,1,0
3873,19,2,1,3
3874,22,2,2,3
3875,27,3,1,2
3876,21,2,1,3
3877,26,2,0,0
3878,26,0,0,1
3879,20,0,2,2
3880,36,1,2,3
3881,17,1,2,2
3882,34,3,1,1
3883,31,2,0,0
3884,39,3,2,1
3885,23,0,1,3
3886,38,1,1,2
3887,31,0,0,2
3888,41,0,0,0
3889,29,1,0,2
3890,32,0,1,2
3891,23,0,2,0
3892,25,0,1,1
3893,20,2,1,0
3894,31,2,0,3
3895,25,1,2,2
3896,24,0,0,1
3897,36,0,0,1
3898,37,1,2,2
3899,18,2,2,1
3900,38,0,1,0
3901,20,2,2,1
3902,41,2,1,0
3903,35,0,0,0
3904,36,3,2,2
3905,35,0,2,1
3906,38,0,1,3
3907,33,3,2,1
3908,30,2,0,0
3909,41,0,0,0
3910,25,3,0,0
3911,21,2,1,0
3912,26,1,1,2
3913,29,3,0,1
3914,19,0,0,3
3915,36,0,0,0
3916,36,0,0,0
3917,24,2,1,2
3918,19,0,0,0
3919,21,2,0,0
3920,28,2,2,0
3921,35,3,2,0
3922,28,0,0,2
3923,33,1,0,2
3924,16,0,1,1
3925,31,0,0,0
3926,17,0,2,3
3927,24,3,2,0
3928,18,1,0,0
3929,21,1,2,0
3930,16,2,2,3
3931,21,3,1,2
3932,29,1,2,3
3933,22,0,1,1
3934,20,1,0,2
3935,27,3,1,0
3936,22,1,0,2
3937,34,1,2,0
3938,36,0,1,1
3939,30,0,1,3
3940,16,2,1,3
3941,25,3,1,1
3942,37,3,2,2
3943,37,1,1,3
3944,24,2,2,2
3945,39,3,0,1
3946,23,1,2,1
3947,35,1,1,1
3948,18,3,1,1
3949,30,2,0,0
3950,40,3,0,2
3951,25,0,2,1
3952,39,3,1,3
3953,37,2,1,0
3954,18,1,0,0
3955,33,2,0,0
3956,31,3,1,0
3957,36,1,2,3
3958,19,1,1,0
3959,28,1,2,1
3960,40,2,1,3
3961,41,2,0,0
3962,20,2,0,2
3963,38,3,0,1
3964,16,1,2,3
3965,22,2,1,1
3966,38,1,1,0
3967,36,3,2,0
3968,26,1,2,1
3969,41,0,0,1
3970,31,2,2,2
3971,36,3,0,1
3972,38,1,2,0
3973,27,0,1,3
3974,30,1,1,1
3975,30,1,0,2
3976,20,2,1,0
3977,25,1,0,2
3978,20,2,1,3
3979,32,1,1,1
3980,37,1,0,1
3981,21,0,2,2
3982,31,1,2,0
3983,29,0,1,3
3984,37,2,2,2
3985,39,2,2,0
3986,39,0,0,0
3987,38,0,0,0
3988,18,2,2,0
3989,17,2,0,3
3990,27,0,2,1
3991,30,0,0,3
3992,22,0,1,2
3993,37,3,0,0
3994,35,1,2,2
3995,36,3,1,0
3996,41,0,2,2
3997,20,0,0,1
3998,24,3,1,3
3999,39,3,0,1
4000,34,1,0,2
4001,34,3,0,3
4002,27,0,1,0
4003,34,0,1,3
4004,38,1,2,0
4005,18,2,0,1
4006,27,1,0,0
4007,38,2,2,0
4008,27,1,2,0
4009,34,0,1,1
4010,16,2,0,2
4011,41,2,1,3
4012,23,1,2,1
4013,37,3,0,2
4014,21,2,1,0
4015,39,2,1,0
4016,29,3,1,0
4017,34,0,2,0
4018,40,3,1,2
4019,32,0,2,3
4020,26,2,2,0
4021,22,2,2,1
4022,28,3,2,1
4023,38,0,1,0
4024,35,0,2,2
4025,23,3,0,2
4026,23,3,2,2
4027,34,0,2,0
4028,35,1,2,2
4029,28,2,2,2
4030,41,0,2,2
4031,38,3,2,1
4032,20,2,2,1
4033,19,1,1,3
4034,20,3,2,1
4035,26,2,1,0
4036,18,3,1,1
4037,27,3,0,0
4038,29,3,1,3
4039,21,2,2,0
4040,27,0,0,2
4041,24,1,2,1
4042,16,3,0,3
4043,41,2,1,1
4044,26,2,0,0
4045,17,1,0,1
4046,20,0,1,1
4047,29,2,2,1
4048,16,2,2,0
4049,24,1,2,1
4050,19,3,0,2
4051,40,1,0,0
4052,30,2,1,3
4053,33,3,1,1
4054,28,1,2,1
4055,20,2,2,0
4056,21,0,2,2
4057,32,2,2,3
4058,19,1,2,2
4059,25,1,0,0
4060,33,0,0,3
4061,16,3,1,1
4062,31,2,1,0
4063,23,3,1,0
4064,24,2,2,0
4065,20,1,2,0
4066,25,2,1,1
4067,37,2,2,0
4068,39,2,2,1
4069,22,3,0,0
4070,26,0,0,1
4071,27,3,1,1
4072,37,3,2,0
4073,16,2,1,3
4074,36,0,1,1
4075,27,0,0,2
4076,17,2,2,3
4077,21,1,2,1
4078,39,0,1,0
4079,31,1,2,0
4080,33,0,2,1
4081,34,2,0,1
4082,41,1,2,2
4083,35,0,2,0
4084,25,1,2,0
4085,24,3,0,1
4086,25,2,0,1
4087,18,3,2,2
4088,28,2,2,0
4089,19,3,0,1
4090,34,0,0,0
4091,23,1,1,0
4092,38,1,2,1
4093,33,2,2,0
4094,39,3,0,3
4095,29,3,2,2
4096,35,3,1,0
4097,37,2,2,2
4098,31,0,2,2
4099,36,1,0,0
4100,20,2,2,1
4101,25,3,1,1
4102,31,3,1,0
4103,24,3,0,2
4104,23,0,0,1
4105,32,1,2,0
4106,37,0,2,1
4107,24,3,0,1
4108,41,3,0,1
4109,37,1,2,0
4110,17,1,1,0
4111,32,1,2,0
4112,19,0,1,0
4113,34,1,2,0
4114,25,0,0,1
4115,37,2,1,0
4116,30,0,0,3
4117,21,0,1,0
4118,17,0,1,0
4119,26,2,2,1
4120,34,2,0,2
4121,16,1,1,1
4122,37,3,2,3
4123,22,2,0,0
4124,22,2,0,1
4125,34,1,0,3
4126,39,0,2,1
4127,38,3,2,0
4128,38,3,2,3
4129,41,3,1,3
4130,17,1,2,2
4131,28,0,2,1
4132,17,0,1,3
4133,16,0,0,3
4134,35,2,0,0
4135,20,1,0,0
4136,27,1,2,0
4137,36,3,0,2
4138,20,2,0,3
4139,24,2,0,1
4140,16,0,1,0
4141,19,3,1,2
4142,20,2,0,1
4143,17,0,1,3
4144,31,3,0,1
4145,30,0,0,1
4146,24,3,0,0
4147,40,1,0,3
4148,25,0,0,3
4149,25,2,1,0
4150,24,3,2,0
4151,18,1,0,0
4152,24,0,2,0
4153,39,2,0,2
4154,28,3,2,2
4155,24,3,0,0
4156,33,1,0,3
4157,27,0,2,1
4158,33,2,2,2
4159,21,3,1,2
4160,21,2,1,2
4161,29,1,1,2
4162,22,1,1,0
4163,40,1,1,1
4164,29,2,2,2
4165,21,3,0,3
4166,33,3,2,3
4167,35,0,0,1
4168,33,0,0,3
4169,27,2,2,1
4170,41,3,2,0
4171,19,1,2,0
4172,25,3,1,0
4173,23,3,2,2
4174,38,1,1,2
4175,17,0,2,3
4176,29,2,2,3
4177,21,1,0,1
4178,36,2,2,3
4179,37,2,0,3
4180,29,1,1,1
4181,33,3,1,0
4182,20,2,0,3
4183,19,3,2,3
4184,17,0,1,0
4185,30,0,1,1
4186,40,3,1,2
4187,20,1,0,0
4188,16,2,1,2
4189,37,2,2,1
4190,24,3,1,1
4191,33,1,1,2
4192,40,0,0,3
4193,23,1,2,3
4194,39,1,2,0
4195,35,2,0,0
4196,25,0,1,0
4197,39,2,2,0
4198,22,1,2,1
4199,26,1,1,0
4200,18,1,2,1
4201,39,1,2,1
4202,38,0,1,2
4203,23,2,2,1
4204,33,2,2,0
4205,30,2,2,0
4206,30,1,2,1
4207,36,3,0,1
4208,35,0,2,0
4209,39,3,0,0
4210,39,3,1,0
4211,19,1,1,0
4212,35,3,1,2
4213,39,3,1,0
4214,21,3,0,3
4215,18,2,0,0
4216,16,3,1,1
4217,16,1,2,0
4218,21,3,2,1
4219,33,2,2,1
4220,16,1,0,0
4221,33,3,2,0
4222,31,1,1,0
4223,38,2,1,0
4224,23,3,0,2
4225,37,3,0,0
4226,23,1,2,0
4227,17,2,0,2
4228,19,2,0,2
4229,40,3,1,3
4230,23,2,0,3
4231,31,3,2,3
4232,17,1,2,0
4233,23,1,2,0
4234,26,1,1,0
4235,40,2,2,3
4236,26,0,1,2
4237,39,3,0,1
4238,26,0,2,1
4239,41,0,2,2
4240,38,2,0,1
4241,25,3,0,0
4242,35,2,0,3
4243,37,0,0,1
4244,40,0,1,3
4245,30,2,0,1
4246,21,3,2,3
4247,29,1,2,0
4248,41,3,0,3
4249,24,2,0,1
4250,41,0,0,0
4251,35,2,0,0
4252,35,0,0,0
4253,40,3,1,3
4254,23,3,0,2
4255,29,0,0,3
4256,36,0,0,2
4257,27,0,0,1
4258,20,3,2,1
4259,30,3,0,0
4260,40,1,0,3
4261,25,0,2,2
4262,26,3,0,0
4263,30,3,0,2
4264,19,3,1,1
4265,40,0,0,2
4266,23,2,2,3
4267,33,1,1,0
4268,35,1,1,2
4269,25,0,0,1
4270,19,3,0,2
4271,20,3,1,2
4272,18,0,0,2
4273,29,2,2,3
4274,33,2,2,3
4275,25,3,2,3
4276,28,3,1,0
4277,22,0,2,3
4278,21,3,0,2
4279,22,2,0,1
4280,40,0,2,3
4281,16,3,1,0
4282,31,0,0,0
4283,30,1,2,2
4284,33,1,2,0
4285,38,1,2,3
4286,23,2,2,0
4287,30,1,0,0
4288,26,0,0,0
4289,22,2,2,1
4290,35,0,1,0
4291,17,1,1,2
4292,22,0,1,1
4293,30,1,2,1
4294,23,3,1,0
4295,37,3,1,1
4296,29,2,0,0
4297,29,2,0,3
4298,41,0,0,0
4299,31,1,2,0
4300,26,2,2,3
4301,16,3,2,3
4302,17,1,1,1
4303,40,3,0,0
4304,39,3,1,2
4305,36,0,2,1
4306,31,1,1,0
4307,34,1,0,0
4308,21,2,0,0
4309,17,0,0,3
4310,33,1,1,2
4311,25,3,0,1
4312,16,0,2,1
4313,20,1,0,0
4314,17,0,0,2
4315,33,0,2,2
4316,41,3,2,1
4317,16,1,1,0
4318,32,1,1,0
4319,26,2,1,0
4320,19,2,0,2
4321,27,1,0,1
4322,23,3,1,0
4323,28,1,0,2
4324,28,1,1,2
4325,25,0,1,2
4326,19,1,1,3
4327,29,1,2,2
4328,16,0,2,3
4329,31,2,0,2
4330,37,3,0,1
4331,28,0,1,0
4332,32,0,0,3
4333,41,1,1,0
4334,19,1,0,2
4335,20,0,2,2
4336,24,2,1,0
4337,24,3,2,0
4338,24,3,2,1
4339,22,3,0,1
4340,26,2,0,1
4341,35,1,2,3
4342,29,3,0,0
4343,40,1,2,0
4344,40,0,2,0
4345,31,0,0,1
4346,22,2,2,1
4347,27,2,1,2
4348,27,3,2,0
4349,39,2,0,3
4350,21,0,2,0
4351,21,0,0,3
4352,28,3,2,2
4353,24,3,0,0
4354,23,1,1,0
4355,36,1,2,3
4356,34,2,0,0
4357,21,2,1,1
4358,41,0,1,0
4359,26,3,1,1
4360,26,1,1,3
4361,28,0,0,1
4362,33,3,2,1
4363,41,3,0,0
4364,26,2,1,1
4365,34,3,0,1
4366,24,3,1,1
4367,19,1,1,3
4368,28,0,1,3
4369,35,2,2,0
4370,40,3,1,1
4371,39,1,2,3
4372,25,1,0,0
4373,19,3,1,1
4374,40,1,2,0
4375,34,2,2,0
4376,21,1,0,3
4377,34,1,1,2
4378,24,1,2,0
4379,16,1,1,3
4380,25,3,1,1
4381,23,2,1,1
4382,19,2,1,1
4383,23,3,1,0
4384,28,3,0,0
4385,26,2,2,1
4386,19,0,1,2
4387,41,1,2,0
4388,35,0,2,2
4389,24,1,0,0
4390,18,1,1,3
4391,19,2,2,0
4392,36,2,0,1
4393,22,2,1,2
4394,27,3,2,0
4395,17,0,1,2
4396,21,3,1,0
4397,34,2,1,2
4398,31,0,0,0
4399,29,0,2,0
4400,32,0,1,0
4401,38,2,2,1
4402,41,1,2,3
4403,25,1,1,2
4404,41,0,1,2
4405,34,3,0,2
4406,28,1,2,0
4407,27,1,2,0
4408,35,3,0,0
4409,37,0,2,0
4410,28,1,1,2
4411,17,1,0,0
4412,35,3,1,1
4413,38,1,0,0
4414,25,0,0,0
4415,19,0,0,0
4416,40,1,0,3
4417,30,3,1,0
4418,35,1,0,0
4419,22,2,2,0
4420,38,1,2,1
4421,25,1,2,3
4422,21,1,0,1
4423,24,2,0,0
4424,21,0,1,2
4425,34,3,2,2
4426,32,0,2,0
4427,16,3,2,0
4428,30,2,2,0
4429,41,0,0,0
4430,30,0,2,2
4431,41,3,2,0
4432,28,3,2,1
4433,40,0,2,3
4434,35,3,0,0
4435,41,0,2,1
4436,21,1,2,0
4437,39,0,0,0
4438,22,1,2,0
4439,22,3,1,3
4440,16,0,0,3
4441,37,2,1,0
4442,24,2,0,3
4443,33,2,2,1
4444,29,2,0,0
4445,20,0,2,0
4446,27,2,2,0
4447,23,2,1,2
4448,25,2,2,0
4449,38,1,2,0
4450,28,1,0,3
4451,36,3,0,1
4452,26,2,1,2
4453,27,1,0,1
4454,29,0,0,2
4455,28,1,2,1
4456,35,2,1,0
4457,35,2,0,0
4458,22,3,0,2
4459,20,0,0,0
4460,34,1,2,2
4461,17,0,2,3
4462,33,3,1,2
4463,28,1,1,2
4464,23,0,2,1
4465,37,1,1,0
4466,25,3,2,0
4467,32,0,2,0
4468,21,2,2,0
4469,21,2,1,0
4470,23,3,1,0
4471,34,3,2,3
4472,32,0,2,2
4473,18,0,0,1
4474,24,3,0,0
4475,39,2,1,0
4476,23,0,0,3
4477,21,3,2,1
4478,27,1,2,1
4479,17,0,1,0
4480,22,1,1,2
4481,20,2,2,1
4482,30,1,2,0
4483,20,3,0,0
4484,29,0,2,0
4485,29,2,0,0
4486,23,1,1,0
4487,27,2,1,0
4488,37,2,1,3
4489,18,2,1,2
4490,24,3,1,0
4491,19,2,0,1
4492,38,0,0,2
4493,33,1,1,3
4494,35,1,0,0
4495,37,3,0,2
4496,18,2,1,0
4497,23,1,0,1
4498,17,2,2,2
4499,41,0,0,1
4500,35,3,2,1
4501,36,0,1,0
4502,18,0,0,1
4503,36,0,1,2
4504,21,1,2,0
4505,21,1,1,0
4506,25,3,2,2
4507,31,0,0,1
4508,41,3,2,0
4509,18,1,1,1
4510,25,2,0,2
4511,27,1,1,1
4512,21,3,1,2
4513,40,3,1,1
4514,18,2,0,2
4515,17,3,2,3
4516,24,0,0,2
4517,40,0,1,3
4518,25,3,1,0
4519,19,2,0,2
4520,32,3,0,0
4521,28,0,2,0
4522,31,1,2,0
4523,27,1,0,0
4524,41,1,2,0
4525,24,3,0,0
4526,21,2,1,2
4527,26,1,1,2
4528,30,2,0,1
4529,25,2,0,2
4530,29,3,1,1
4531,34,1,1,1
4532,36,1,0,3
4533,34,2,2,3
4534,18,2,0,0
4535,20,3,2,3
4536,31,0,1,2
4537,30,1,2,2
4538,32,0,1,0
4539,39,1,2,2
4540,36,3,0,2
4541,36,3,1,2
4542,22,3,0,0
4543,32,0,2,2
4544,34,3,0,0
4545,41,2,2,0
4546,32,3,0,1
4547,37,1,1,1
4548,41,2,1,1
4549,32,0,1,0
4550,39,1,0,2
4551,38,2,2,2
4552,32,2,1,0
4553,37,2,0,0
4554,25,1,0,0
4555,30,2,1,3
4556,34,3,1,2
4557,31,1,1,2
4558,28,1,0,0
4559,26,1,2,2
4560,29,1,1,0
4561,30,2,2,0
4562,29,2,0,2
4563,30,3,2,2
4564,16,0,0,1
4565,34,2,1,0
4566,32,1,0,0
4567,34,0,1,2
4568,17,0,2,1
4569,41,3,2,0
4570,32,3,1,1
4571,28,3,0,3
4572,39,2,2,0
4573,27,2,2,3
4574,18,3,0,1
4575,21,3,0,3
4576,27,3,2,2
4577,30,1,0,0
4578,40,2,0,1
4579,39,0,1,2
4580,25,0,2,0
4581,31,2,0,1
4582,38,0,0,0
4583,34,2,2,0
4584,30,0,1,0
4585,41,0,2,0
4586,23,3,2,2
4587,22,3,1,0
4588,27,0,1,0
4589,22,2,1,2
4590,19,1,0,0
4591,25,1,2,1
4592,17,3,2,2
4593,32,3,0,2
4594,41,0,2,0
4595,36,2,0,1
4596,35,2,0,0
4597,31,0,2,0
4598,37,0,2,0
4599,16,1,1,3
4600,34,2,0,0
4601,24,2,2,0
4602,33,3,0,0
4603,20,1,2,0
4604,33,3,1,1
4605,23,1,2,0
4606,18,1,0,1
4607,20,3,1,1
4608,28,0,2,1
4609,34,0,0,0
4610,18,2,1,0
4611,34,2,2,2
4612,17,2,1,2
4613,40,1,0,0
4614,27,3,1,2
4615,30,2,1,1
4616,17,2,0,3
4617,34,3,1,0
4618,20,0,0,0
4619,26,1,0,2
4620,23,3,0,1
4621,21,1,0,1
4622,22,1,1,2
4623,24,1,0,2
4624,18,2,2,0
4625,33,3,2,3
4626,32,0,0,0
4627,27,3,1,2
4628,24,1,0,1
4629,33,1,2,2
4630,19,3,2,1
4631,26,2,2,1
4632,32,3,1,2
4633,23,3,2,2
4634,29,2,0,0
4635,25,1,1,2
4636,28,0,1,0
4637,18,2,2,1
4638,27,2,0,1
4639,29,1,2,1
4640,24,2,0,2
4641,34,0,2,0
4642,23,0,2,3
4643,37,3,0,1
4644,36,1,0,1
4645,41,2,1,1
4646,32,1,1,0
4647,33,0,1,1
4648,33,3,2,0
4649,35,2,1,0
4650,29,1,0,2
4651,33,3,0,3
4652,32,1,0,2
4653,33,2,0,1
4654,34,3,2,2
4655,40,2,2,0
4656,38,2,0,3
4657,33,1,0,1
4658,36,2,0,3
4659,18,3,2,2
4660,39,1,0,0
4661,30,2,2,0
4662,29,0,0,0
4663,29,1,2,3
4664,23,0,1,2
4665,29,1,2,3
4666,33,2,2,0
4667,33,0,0,3
4668,21,0,2,3
4669,25,0,0,0
4670,31,3,1,1
4671,18,1,2,0
4672,30,0,2,1
4673,30,1,2,2
4674,28,2,2,1
4675,21,3,1,0
4676,20,0,2,3
4677,26,1,1,2
4678,22,0,0,0
4679,30,3,1,2
4680,19,1,2,1
4681,16,0,0,2
4682,28,1,2,0
4683,41,0,1,2
4684,36,0,2,1
4685,39,0,1,0
4686,28,2,0,2
4687,19,3,1,3
4688,20,2,2,2
4689,29,1,1,3
4690,32,0,0,2
4691,37,1,2,0
4692,27,0,0,1
4693,18,2,0,3
4694,30,3,1,0
4695,39,0,1,0
4696,20,0,1,3
4697,19,1,1,0
4698,34,2,2,1
4699,18,2,0,0
4700,21,3,1,1
4701,35,0,1,1
4702,27,1,2,1
4703,26,3,1,0
4704,24,2,1,1
4705,27,2,2,0
4706,41,0,0,2
4707,38,2,0,2
4708,35,1,1,0
4709,16,3,2,0
4710,33,1,2,0
4711,34,2,0,0
4712,27,0,2,1
4713,16,1,2,2
4714,21,2,2,0
4715,25,1,2,0
4716,30,0,0,1
4717,35,3,1,0
4718,23,3,0,3
4719,19,0,1,2
4720,29,1,0,2
4721,16,3,0,3
4722,26,0,2,0
4723,23,2,1,2
4724,34,0,2,1
4725,26,1,0,1
4726,34,3,1,1
4727,40,1,2,0
4728,30,3,2,2
4729,40,1,0,2
4730,23,3,1,0
4731,41,2,2,3
4732,37,2,2,0
4733,32,2,0,2
4734,18,3,2,1
4735,34,0,0,1
4736,31,1,1,0
4737,16,1,2,0
4738,27,0,0,3
4739,40,1,2,2
4740,39,3,2,0
4741,41,0,2,3
4742,24,1,2,0
4743,30,0,0,3
4744,34,2,0,2
4745,37,1,1,2
4746,40,2,0,1
4747,29,3,1,1
4748,38,3,2,0
4749,41,3,0,0
4750,26,0,1,0
4751,25,3,1,0
4752,24,3,1,3
4753,29,3,1,0
4754,16,1,0,2
4755,22,3,1,1
4756,32,3,1,2
4757,24,1,2,0
4758,41,0,1,0
4759,26,3,1,3
4760,16,3,0,0
4761,16,1,2,3
4762,41,3,0,0
4763,21,0,0,1
4764,21,0,2,1
4765,32,0,1,3
4766,28,3,0,0
4767,28,0,0,0
4768,22,3,1,1
4769,28,1,0,0
4770,36,3,2,0
4771,38,1,2,1
4772,18,0,0,2
4773,31,0,1,2
4774,37,1,1,2
4775,18,3,0,2
4776,16,3,0,1
4777,32,2,1,0
4778,41,1,2,0
4779,25,2,2,2
4780,24,2,1,0
4781,28,0,0,2
4782,40,2,2,0
4783,41,3,0,2
4784,21,2,1,1
4785,19,0,1,3
4786,20,3,0,0
4787,36,0,2,1
4788,18,2,2,0
4789,27,2,1,1
4790,38,1,0,3
4791,23,0,0,1
4792,35,0,2,3
4793,23,2,0,3
4794,29,3,1,3
4795,27,3,0,3
4796,30,3,2,0
4797,27,1,1,1
4798,32,1,2,1
4799,19,2,0,3
4800,16,0,1,1
4801,38,2,2,0
4802,36,1,1,3
4803,23,1,0,1
4804,35,3,1,2
4805,28,1,2,2
4806,24,3,1,0
4807,31,2,2,0
4808,16,2,2,3
4809,30,3,2,1
4810,25,2,1,0
4811,29,3,0,0
4812,23,1,0,0
4813,40,2,2,0
4814,21,2,1,0
4815,37,1,2,2
4816,34,2,0,1
4817,35,3,1,1
4818,19,1,2,2
4819,41,3,0,0
4820,30,2,1,0
4821,39,3,1,0
4822,23,0,0,0
4823,19,1,1,0
4824,28,2,2,3
4825,35,1,1,0
4826,41,1,0,0
4827,35,2,0,1
4828,33,1,2,0
4829,18,2,0,2
4830,40,0,0,1
4831,41,3,2,0
4832,27,2,0,0
4833,41,2,0,0
4834,23,1,2,0
4835,31,1,1,3
4836,24,2,0,3
4837,32,1,1,1
4838,31,2,0,3
4839,32,3,2,0
4840,16,2,2,2
4841,18,3,2,2
4842,25,2,0,2
4843,38,1,1,0
4844,30,0,2,0
4845,36,1,2,1
4846,25,3,2,3
4847,41,1,0,2
4848,38,1,1,0
4849,41,1,0,0
4850,19,1,2,3
4851,38,2,0,0
4852,25,2,0,2
4853,18,0,1,0
4854,19,0,0,0
4855,34,0,0,0
4856,35,0,0,0
4857,36,1,2,3
4858,26,0,1,1
4859,17,0,0,0
4860,18,2,0,0
4861,37,2,1,0
4862,31,3,2,0
4863,41,0,2,0
4864,18,1,0,3
4865,20,2,2,3
4866,16,0,0,3
4867,31,3,0,2
4868,25,2,0,1
4869,37,1,1,3
4870,16,1,0,0
4871,31,3,0,2
4872,36,0,0,1
4873,39,0,2,0
4874,36,3,0,0
4875,41,1,0,1
4876,22,1,2,0
4877,26,2,2,3
4878,20,2,2,1
4879,37,2,1,3
4880,29,1,2,2
4881,26,0,2,0
4882,26,2,2,1
4883,29,0,2,2
4884,26,2,0,0
4885,25,2,2,2
4886,35,2,0,2
4887,39,2,2,1
4888,29,1,2,2
4889,21,1,0,3
4890,18,3,0,0
4891,18,3,1,0
4892,37,2,0,0
4893,16,0,0,0
4894,24,1,2,0
4895,17,1,1,0
4896,19,1,2,0
4897,26,3,1,3
4898,18,0,1,0
4899,35,2,0,0
4900,41,0,2,2
4901,31,2,2,0
4902,18,2,0,0
4903,34,2,0,1
4904,30,3,1,1
4905,40,0,0,0
4906,32,2,1,3
4907,32,3,2,3
4908,27,1,0,1
4909,22,3,0,3
4910,28,3,2,0
4911,32,2,2,2
4912,18,3,0,1
4913,36,3,0,0
4914,40,3,2,1
4915,29,0,1,1
4916,32,2,1,1
4917,39,0,1,0
4918,33,2,0,0
4919,24,1,0,0
4920,17,0,0,1
4921,20,2,0,2
4922,26,1,2,1
4923,36,1,1,0
4924,35,1,1,2
4925,22,0,0,2
4926,25,2,2,0
4927,32,0,0,3
4928,29,3,2,0
4929,40,1,2,3
4930,25,3,0,1
4931,28,0,2,0
4932,27,1,1,0
4933,39,1,2,2
4934,33,0,1,0
4935,32,3,1,1
4936,20,2,1,0
4937,21,1,1,1
4938,25,3,2,0
4939,31,3,1,0
4940,18,2,1,0
4941,18,2,2,0
4942,28,2,0,1
4943,17,1,2,0
4944,22,3,1,1
4945,28,0,0,1
4946,21,3,0,0
4947,17,3,2,3
4948,31,2,1,2
4949,21,2,1,3
4950,19,1,0,2
4951,22,2,0,3
4952,30,3,2,2
4953,18,3,1,1
4954,31,0,0,1
4955,17,2,1,3
4956,22,0,2,1
4957,24,0,0,3
4958,38,2,2,3
4959,35,3,0,1
4960,23,3,1,0
4961,27,1,2,1
4962,39,0,1,0
4963,19,0,2,3
4964,35,2,2,1
4965,32,0,2,1
4966,33,0,0,3
4967,27,2,1,0
4968,27,1,2,1
4969,26,1,1,1
4970,36,2,1,2
4971,25,0,1,1
4972,26,1,2,0
4973,40,3,1,1
4974,21,2,1,0
4975,41,2,2,3
4976,28,0,2,0
4977,18,3,1,0
4978,36,2,0,0
4979,33,1,1,1
4980,25,3,1,1
4981,19,3,1,0
4982,41,3,2,1
4983,19,3,0,3
4984,38,1,0,1
4985,33,2,2,0
4986,33,0,1,0
4987,16,2,2,0
4988,30,3,2,2
4989,40,0,2,2
4990,30,1,0,2
4991,36,3,2,0
4992,23,2,0,0
4993,18,1,1,0
4994,23,3,2,0
4995,36,0,2,1
4996,24,0,1,1
4997,32,0,2,0
4998,18,1,0,3
4999,28,0,2,1
5000,40,2,2,1
5001,29,3,0,0
5002,32,0,1,1
5003,27,1,0,1
5004,29,0,0,2
5005,23,1,1,1
5006,29,0,0,2
5007,24,3,2,2
5008,28,0,2,2
5009,37,3,1,0
5010,34,0,0,0
5011,28,0,1,3
5012,38,3,2,1
5013,40,1,1,0
5014,19,1,2,1
5015,20,2,1,0
5016,39,3,2,1
5017,16,0,1,0
5018,21,2,1,3
5019,28,2,0,1
5020,30,2,0,2
5021,20,3,2,1
5022,30,3,1,0
5023,25,3,2,2
5024,38,3,0,2
