,Age,Catagory,Size,Color,year,month,day
3441,26.0,0.0,1.0,1.0,2022.0,7.0,2.0
3442,31.0,3.0,1.0,2.0,2020.0,4.0,3.0
3443,20.0,1.0,0.0,0.0,2020.0,2.0,11.0
3444,22.0,2.0,2.0,2.0,2022.0,9.0,2.0
3445,38.0,1.0,1.0,2.0,2022.0,9.0,4.0
3446,19.0,2.0,1.0,3.0,2022.0,12.0,15.0
3447,28.0,3.0,2.0,1.0,2021.0,4.0,18.0
3448,34.0,2.0,1.0,3.0,2021.0,4.0,27.0
3449,22.0,0.0,2.0,1.0,2018.0,8.0,5.0
3450,26.0,3.0,2.0,3.0,2021.0,10.0,24.0
3451,29.0,2.0,0.0,2.0,2019.0,1.0,4.0
3452,18.0,0.0,2.0,0.0,2020.0,5.0,12.0
3453,23.0,2.0,2.0,2.0,2022.0,4.0,3.0
3454,20.0,3.0,2.0,0.0,2022.0,3.0,14.0
3455,24.0,0.0,0.0,3.0,2020.0,1.0,26.0
3456,41.0,0.0,1.0,1.0,2022.0,2.0,20.0
3457,39.0,1.0,0.0,2.0,2019.0,7.0,13.0
3458,37.0,3.0,0.0,0.0,2022.0,9.0,11.0
3459,31.0,0.0,2.0,3.0,2019.0,5.0,17.0
3460,34.0,0.0,1.0,1.0,2021.0,9.0,13.0
3461,23.0,0.0,0.0,1.0,2022.0,12.0,21.0
3462,35.0,1.0,1.0,3.0,2018.0,4.0,14.0
3463,40.0,0.0,0.0,1.0,2019.0,7.0,12.0
3464,31.0,2.0,0.0,0.0,2020.0,6.0,20.0
3465,40.0,2.0,0.0,0.0,2022.0,11.0,13.0
3466,32.0,0.0,2.0,3.0,2022.0,12.0,6.0
3467,25.0,2.0,2.0,0.0,2021.0,9.0,3.0
3468,31.0,0.0,1.0,3.0,2020.0,5.0,30.0
3469,37.0,0.0,1.0,1.0,2022.0,10.0,5.0
3470,36.0,2.0,0.0,2.0,2022.0,12.0,30.0
3471,40.0,1.0,2.0,3.0,2022.0,5.0,11.0
3472,33.0,1.0,1.0,0.0,2018.0,8.0,25.0
3473,33.0,1.0,1.0,0.0,2020.0,5.0,26.0
3474,41.0,0.0,1.0,0.0,2022.0,4.0,9.0
3475,22.0,0.0,1.0,1.0,2019.0,3.0,30.0
3476,32.0,3.0,0.0,2.0,2019.0,10.0,27.0
3477,26.0,3.0,0.0,0.0,2021.0,6.0,7.0
3478,34.0,0.0,1.0,0.0,2019.0,7.0,10.0
3479,27.0,1.0,2.0,0.0,2019.0,8.0,5.0
3480,21.0,1.0,2.0,1.0,2018.0,4.0,14.0
3481,24.0,3.0,2.0,0.0,2022.0,3.0,3.0
3482,41.0,3.0,2.0,0.0,2021.0,4.0,10.0
3483,16.0,1.0,0.0,0.0,2018.0,9.0,16.0
3484,39.0,1.0,0.0,0.0,2021.0,10.0,5.0
3485,20.0,3.0,1.0,1.0,2021.0,12.0,10.0
3486,39.0,1.0,0.0,0.0,2022.0,9.0,2.0
3487,16.0,2.0,1.0,1.0,2020.0,12.0,25.0
3488,20.0,3.0,1.0,1.0,2022.0,9.0,15.0
3489,30.0,1.0,2.0,3.0,2020.0,8.0,8.0
3490,36.0,0.0,2.0,1.0,2021.0,7.0,22.0
3491,30.0,3.0,1.0,0.0,2022.0,12.0,3.0
3492,29.0,2.0,1.0,3.0,2021.0,2.0,3.0
3493,27.0,1.0,0.0,0.0,2021.0,3.0,9.0
3494,28.0,3.0,0.0,0.0,2019.0,4.0,27.0
3495,33.0,1.0,0.0,3.0,2021.0,5.0,28.0
3496,38.0,1.0,2.0,0.0,2018.0,4.0,7.0
3497,27.0,0.0,2.0,0.0,2020.0,5.0,22.0
3498,38.0,0.0,0.0,3.0,2019.0,12.0,14.0
3499,22.0,3.0,0.0,2.0,2020.0,1.0,7.0
3500,17.0,2.0,2.0,1.0,2020.0,3.0,21.0
3501,19.0,3.0,0.0,0.0,2019.0,8.0,2.0
3502,17.0,3.0,0.0,1.0,2021.0,2.0,10.0
3503,20.0,1.0,0.0,1.0,2019.0,1.0,10.0
3504,16.0,0.0,2.0,2.0,2021.0,6.0,4.0
3505,24.0,2.0,0.0,0.0,2020.0,12.0,17.0
3506,16.0,3.0,0.0,0.0,2021.0,6.0,15.0
3507,26.0,3.0,0.0,3.0,2020.0,3.0,25.0
3508,41.0,2.0,0.0,0.0,2018.0,8.0,28.0
3509,32.0,3.0,2.0,1.0,2020.0,12.0,30.0
3510,25.0,2.0,1.0,2.0,2020.0,3.0,4.0
3511,40.0,1.0,1.0,1.0,2020.0,7.0,20.0
3512,29.0,2.0,1.0,2.0,2021.0,6.0,13.0
3513,41.0,2.0,2.0,0.0,2021.0,9.0,20.0
3514,36.0,1.0,0.0,2.0,2022.0,6.0,2.0
3515,24.0,2.0,0.0,0.0,2022.0,9.0,12.0
3516,35.0,1.0,2.0,3.0,2018.0,10.0,17.0
3517,28.0,3.0,1.0,1.0,2019.0,9.0,1.0
3518,18.0,3.0,2.0,0.0,2022.0,12.0,17.0
3519,25.0,1.0,2.0,2.0,2020.0,8.0,9.0
3520,35.0,3.0,1.0,3.0,2019.0,10.0,18.0
3521,39.0,0.0,0.0,0.0,2020.0,5.0,23.0
3522,30.0,0.0,0.0,2.0,2021.0,11.0,13.0
3523,33.0,3.0,2.0,2.0,2022.0,2.0,22.0
3524,20.0,3.0,2.0,0.0,2021.0,8.0,13.0
3525,31.0,3.0,2.0,3.0,2021.0,7.0,2.0
3526,33.0,3.0,0.0,2.0,2020.0,7.0,28.0
3527,38.0,3.0,2.0,0.0,2020.0,5.0,28.0
3528,39.0,2.0,0.0,3.0,2019.0,12.0,8.0
3529,18.0,1.0,2.0,3.0,2018.0,6.0,16.0
3530,33.0,3.0,2.0,1.0,2021.0,11.0,2.0
3531,33.0,0.0,0.0,2.0,2022.0,3.0,24.0
3532,21.0,0.0,0.0,0.0,2018.0,8.0,19.0
3533,31.0,0.0,0.0,2.0,2022.0,8.0,29.0
3534,28.0,1.0,2.0,0.0,2022.0,2.0,20.0
3535,31.0,3.0,2.0,0.0,2020.0,7.0,24.0
3536,28.0,0.0,2.0,3.0,2020.0,6.0,23.0
3537,36.0,2.0,2.0,2.0,2020.0,2.0,27.0
3538,26.0,1.0,1.0,1.0,2022.0,11.0,10.0
3539,29.0,3.0,0.0,0.0,2021.0,4.0,4.0
3540,28.0,3.0,1.0,0.0,2022.0,4.0,24.0
3541,24.0,2.0,1.0,0.0,2021.0,12.0,8.0
3542,37.0,3.0,1.0,0.0,2020.0,5.0,17.0
3543,35.0,2.0,2.0,3.0,2022.0,4.0,9.0
3544,38.0,2.0,2.0,1.0,2021.0,7.0,14.0
3545,36.0,1.0,1.0,3.0,2021.0,1.0,14.0
3546,34.0,3.0,2.0,1.0,2022.0,8.0,28.0
3547,27.0,0.0,1.0,3.0,2018.0,1.0,13.0
3548,31.0,2.0,2.0,2.0,2022.0,3.0,22.0
3549,27.0,0.0,2.0,1.0,2021.0,3.0,23.0
3550,23.0,3.0,1.0,0.0,2019.0,6.0,11.0
3551,31.0,3.0,0.0,2.0,2022.0,6.0,3.0
3552,33.0,1.0,1.0,1.0,2022.0,2.0,25.0
3553,26.0,0.0,2.0,1.0,2021.0,8.0,10.0
3554,32.0,3.0,2.0,3.0,2019.0,1.0,23.0
3555,34.0,1.0,0.0,3.0,2022.0,8.0,18.0
3556,18.0,0.0,2.0,2.0,2019.0,3.0,30.0
3557,40.0,2.0,2.0,3.0,2020.0,5.0,17.0
3558,38.0,3.0,1.0,0.0,2022.0,8.0,8.0
3559,28.0,2.0,1.0,3.0,2019.0,2.0,1.0
3560,34.0,0.0,0.0,2.0,2022.0,11.0,7.0
3561,24.0,2.0,1.0,0.0,2022.0,12.0,8.0
3562,31.0,1.0,1.0,1.0,2022.0,8.0,2.0
3563,40.0,3.0,2.0,0.0,2020.0,3.0,16.0
3564,28.0,3.0,0.0,0.0,2021.0,8.0,12.0
3565,32.0,0.0,2.0,2.0,2019.0,10.0,9.0
3566,38.0,0.0,1.0,1.0,2021.0,12.0,18.0
3567,26.0,2.0,1.0,0.0,2021.0,10.0,9.0
3568,25.0,0.0,2.0,3.0,2020.0,2.0,19.0
3569,20.0,0.0,2.0,1.0,2018.0,1.0,23.0
3570,39.0,2.0,1.0,1.0,2021.0,1.0,9.0
3571,33.0,3.0,0.0,2.0,2022.0,2.0,29.0
3572,36.0,2.0,2.0,0.0,2020.0,5.0,26.0
3573,16.0,0.0,1.0,3.0,2022.0,6.0,17.0
3574,35.0,2.0,0.0,0.0,2018.0,4.0,28.0
3575,40.0,2.0,2.0,1.0,2022.0,8.0,11.0
3576,33.0,3.0,2.0,1.0,2022.0,2.0,1.0
3577,37.0,2.0,2.0,1.0,2018.0,10.0,19.0
3578,25.0,1.0,2.0,1.0,2021.0,7.0,29.0
3579,21.0,0.0,2.0,0.0,2022.0,12.0,17.0
3580,41.0,3.0,1.0,1.0,2021.0,12.0,24.0
3581,40.0,2.0,1.0,0.0,2019.0,1.0,2.0
3582,18.0,2.0,1.0,2.0,2019.0,8.0,1.0
3583,23.0,1.0,2.0,0.0,2021.0,1.0,15.0
3584,23.0,2.0,2.0,0.0,2022.0,8.0,19.0
3585,36.0,0.0,2.0,1.0,2018.0,5.0,4.0
3586,25.0,1.0,1.0,1.0,2022.0,8.0,4.0
3587,32.0,0.0,0.0,0.0,2020.0,10.0,3.0
3588,27.0,0.0,0.0,2.0,2020.0,1.0,20.0
3589,41.0,0.0,1.0,0.0,2019.0,11.0,13.0
3590,19.0,1.0,2.0,0.0,2018.0,7.0,3.0
3591,39.0,0.0,2.0,3.0,2021.0,8.0,25.0
3592,28.0,3.0,0.0,1.0,2022.0,1.0,25.0
3593,18.0,0.0,0.0,3.0,2022.0,3.0,27.0
3594,22.0,1.0,2.0,1.0,2022.0,8.0,17.0
3595,18.0,1.0,2.0,2.0,2022.0,6.0,30.0
3596,16.0,3.0,2.0,0.0,2020.0,4.0,22.0
3597,40.0,1.0,1.0,0.0,2022.0,4.0,16.0
3598,29.0,3.0,0.0,0.0,2020.0,4.0,17.0
3599,20.0,3.0,0.0,0.0,2021.0,3.0,21.0
3600,19.0,2.0,0.0,0.0,2019.0,8.0,6.0
3601,35.0,0.0,1.0,3.0,2019.0,10.0,27.0
3602,30.0,2.0,0.0,3.0,2018.0,10.0,8.0
3603,34.0,0.0,2.0,0.0,2020.0,12.0,7.0
3604,17.0,3.0,1.0,1.0,2021.0,12.0,28.0
3605,21.0,1.0,2.0,2.0,2022.0,10.0,14.0
3606,29.0,0.0,1.0,0.0,2021.0,4.0,24.0
3607,20.0,0.0,0.0,2.0,2019.0,8.0,25.0
3608,36.0,1.0,1.0,1.0,2019.0,2.0,14.0
3609,16.0,2.0,2.0,1.0,2021.0,12.0,17.0
3610,28.0,1.0,0.0,3.0,2021.0,8.0,30.0
3611,33.0,0.0,0.0,1.0,2021.0,1.0,27.0
3612,18.0,1.0,2.0,1.0,2021.0,1.0,28.0
3613,29.0,1.0,1.0,2.0,2021.0,4.0,16.0
3614,18.0,2.0,1.0,2.0,2019.0,1.0,11.0
3615,21.0,3.0,1.0,1.0,2022.0,9.0,26.0
3616,26.0,3.0,0.0,0.0,2022.0,3.0,8.0
3617,26.0,1.0,2.0,2.0,2018.0,5.0,21.0
3618,23.0,0.0,1.0,1.0,2020.0,10.0,6.0
3619,24.0,3.0,2.0,1.0,2018.0,1.0,20.0
3620,28.0,3.0,0.0,0.0,2021.0,5.0,5.0
3621,25.0,2.0,2.0,0.0,2021.0,4.0,14.0
3622,27.0,0.0,2.0,0.0,2022.0,8.0,5.0
3623,39.0,2.0,0.0,3.0,2019.0,6.0,1.0
3624,28.0,0.0,2.0,2.0,2018.0,6.0,28.0
3625,33.0,1.0,2.0,0.0,2022.0,2.0,10.0
3626,19.0,1.0,1.0,2.0,2021.0,2.0,4.0
3627,21.0,0.0,1.0,2.0,2021.0,12.0,8.0
3628,17.0,1.0,0.0,0.0,2019.0,12.0,17.0
3629,16.0,1.0,0.0,0.0,2019.0,4.0,29.0
3630,26.0,1.0,1.0,0.0,2021.0,6.0,19.0
3631,37.0,0.0,0.0,3.0,2018.0,4.0,13.0
3632,21.0,1.0,2.0,0.0,2021.0,12.0,7.0
3633,38.0,2.0,0.0,2.0,2022.0,12.0,17.0
3634,20.0,0.0,1.0,0.0,2020.0,5.0,28.0
3635,26.0,0.0,0.0,3.0,2020.0,2.0,17.0
3636,29.0,1.0,0.0,1.0,2022.0,4.0,27.0
3637,37.0,1.0,1.0,0.0,2021.0,10.0,28.0
3638,41.0,0.0,1.0,1.0,2021.0,6.0,22.0
3639,32.0,3.0,2.0,2.0,2020.0,9.0,22.0
3640,25.0,2.0,2.0,0.0,2022.0,3.0,24.0
3641,39.0,3.0,1.0,1.0,2019.0,5.0,20.0
3642,23.0,0.0,0.0,1.0,2021.0,2.0,3.0
3643,40.0,2.0,2.0,2.0,2019.0,1.0,5.0
3644,29.0,3.0,0.0,0.0,2021.0,4.0,7.0
3645,20.0,2.0,1.0,2.0,2020.0,12.0,8.0
3646,24.0,2.0,1.0,1.0,2020.0,2.0,5.0
3647,18.0,3.0,1.0,1.0,2021.0,1.0,1.0
3648,34.0,3.0,1.0,1.0,2021.0,4.0,21.0
3649,27.0,3.0,2.0,0.0,2018.0,5.0,12.0
3650,24.0,3.0,1.0,1.0,2019.0,2.0,13.0
3651,20.0,1.0,0.0,1.0,2019.0,10.0,15.0
3652,16.0,2.0,2.0,1.0,2022.0,2.0,19.0
3653,24.0,0.0,0.0,1.0,2022.0,2.0,20.0
3654,20.0,2.0,1.0,0.0,2019.0,8.0,16.0
3655,19.0,3.0,2.0,1.0,2022.0,8.0,15.0
3656,17.0,3.0,1.0,1.0,2019.0,9.0,12.0
3657,21.0,2.0,0.0,0.0,2022.0,11.0,28.0
3658,25.0,3.0,2.0,0.0,2019.0,6.0,30.0
3659,19.0,3.0,0.0,3.0,2018.0,8.0,15.0
3660,32.0,2.0,0.0,0.0,2018.0,10.0,26.0
3661,28.0,2.0,1.0,0.0,2019.0,1.0,18.0
3662,36.0,2.0,0.0,2.0,2018.0,4.0,30.0
3663,38.0,2.0,0.0,0.0,2021.0,11.0,30.0
3664,20.0,3.0,2.0,0.0,2020.0,7.0,26.0
3665,38.0,1.0,2.0,2.0,2019.0,4.0,5.0
3666,35.0,3.0,1.0,1.0,2019.0,5.0,1.0
3667,22.0,2.0,1.0,1.0,2020.0,5.0,6.0
3668,23.0,2.0,1.0,1.0,2018.0,9.0,22.0
3669,23.0,0.0,1.0,2.0,2018.0,3.0,22.0
3670,25.0,3.0,2.0,3.0,2021.0,1.0,18.0
3671,25.0,0.0,2.0,3.0,2021.0,3.0,13.0
3672,26.0,2.0,2.0,0.0,2019.0,7.0,29.0
3673,34.0,1.0,0.0,3.0,2019.0,3.0,16.0
3674,24.0,0.0,1.0,1.0,2022.0,2.0,12.0
3675,29.0,2.0,0.0,1.0,2019.0,10.0,29.0
3676,38.0,0.0,1.0,1.0,2019.0,7.0,10.0
3677,37.0,3.0,2.0,3.0,2018.0,12.0,1.0
3678,32.0,1.0,1.0,0.0,2021.0,7.0,21.0
3679,24.0,1.0,2.0,3.0,2021.0,5.0,16.0
3680,27.0,0.0,2.0,0.0,2021.0,3.0,2.0
3681,20.0,2.0,0.0,0.0,2021.0,12.0,21.0
3682,27.0,0.0,0.0,1.0,2021.0,10.0,1.0
3683,17.0,3.0,1.0,0.0,2018.0,7.0,1.0
3684,30.0,3.0,2.0,0.0,2022.0,12.0,21.0
3685,21.0,2.0,1.0,0.0,2019.0,1.0,17.0
3686,31.0,3.0,2.0,0.0,2022.0,5.0,4.0
3687,20.0,3.0,1.0,3.0,2020.0,3.0,25.0
3688,16.0,2.0,1.0,1.0,2020.0,11.0,4.0
3689,36.0,1.0,0.0,0.0,2021.0,6.0,7.0
3690,24.0,0.0,0.0,1.0,2019.0,9.0,26.0
3691,22.0,2.0,2.0,0.0,2021.0,2.0,21.0
3692,19.0,3.0,2.0,2.0,2018.0,10.0,2.0
3693,16.0,2.0,0.0,0.0,2018.0,4.0,11.0
3694,22.0,1.0,1.0,0.0,2020.0,7.0,7.0
3695,17.0,3.0,1.0,0.0,2022.0,1.0,19.0
3696,27.0,1.0,1.0,2.0,2022.0,5.0,13.0
3697,17.0,2.0,1.0,1.0,2022.0,11.0,29.0
3698,21.0,3.0,0.0,3.0,2022.0,12.0,21.0
3699,35.0,2.0,0.0,1.0,2020.0,7.0,13.0
3700,41.0,3.0,0.0,2.0,2019.0,8.0,9.0
3701,39.0,0.0,1.0,1.0,2022.0,10.0,1.0
3702,23.0,2.0,1.0,0.0,2021.0,7.0,1.0
3703,24.0,1.0,1.0,1.0,2018.0,8.0,27.0
3704,19.0,0.0,2.0,1.0,2020.0,12.0,19.0
3705,38.0,0.0,1.0,1.0,2020.0,10.0,29.0
3706,22.0,0.0,2.0,2.0,2022.0,1.0,12.0
3707,28.0,1.0,0.0,1.0,2019.0,7.0,14.0
3708,32.0,2.0,2.0,3.0,2020.0,11.0,20.0
3709,32.0,3.0,1.0,0.0,2020.0,10.0,28.0
3710,18.0,2.0,1.0,2.0,2022.0,3.0,1.0
3711,36.0,2.0,0.0,2.0,2022.0,1.0,16.0
3712,16.0,2.0,2.0,2.0,2021.0,11.0,14.0
3713,17.0,3.0,0.0,0.0,2021.0,8.0,28.0
3714,36.0,1.0,2.0,2.0,2019.0,10.0,25.0
3715,30.0,3.0,2.0,1.0,2021.0,9.0,2.0
3716,32.0,2.0,2.0,3.0,2020.0,9.0,28.0
3717,20.0,1.0,1.0,0.0,2018.0,10.0,28.0
3718,26.0,0.0,0.0,0.0,2021.0,6.0,16.0
3719,22.0,2.0,1.0,2.0,2021.0,2.0,2.0
3720,16.0,0.0,1.0,3.0,2021.0,10.0,5.0
3721,21.0,3.0,0.0,3.0,2022.0,7.0,5.0
3722,35.0,3.0,1.0,1.0,2022.0,5.0,1.0
3723,35.0,0.0,1.0,2.0,2020.0,2.0,15.0
3724,33.0,2.0,2.0,1.0,2022.0,5.0,9.0
3725,40.0,1.0,1.0,0.0,2022.0,6.0,20.0
3726,26.0,0.0,1.0,2.0,2021.0,3.0,3.0
3727,39.0,2.0,0.0,2.0,2022.0,10.0,26.0
3728,23.0,2.0,0.0,1.0,2020.0,6.0,11.0
3729,33.0,1.0,1.0,0.0,2020.0,3.0,25.0
3730,40.0,0.0,2.0,2.0,2022.0,10.0,22.0
3731,19.0,2.0,1.0,2.0,2022.0,4.0,23.0
3732,20.0,0.0,0.0,0.0,2019.0,6.0,16.0
3733,28.0,2.0,1.0,0.0,2021.0,10.0,25.0
3734,33.0,1.0,0.0,0.0,2020.0,9.0,4.0
3735,28.0,1.0,2.0,3.0,2022.0,12.0,13.0
3736,40.0,0.0,0.0,0.0,2021.0,1.0,5.0
3737,27.0,1.0,1.0,1.0,2020.0,11.0,17.0
3738,19.0,0.0,0.0,2.0,2019.0,4.0,24.0
3739,38.0,1.0,1.0,1.0,2020.0,7.0,20.0
3740,31.0,3.0,2.0,0.0,2022.0,7.0,3.0
3741,16.0,3.0,2.0,1.0,2021.0,5.0,15.0
3742,33.0,3.0,2.0,0.0,2019.0,12.0,2.0
3743,40.0,3.0,1.0,0.0,2021.0,5.0,29.0
3744,20.0,1.0,0.0,2.0,2018.0,12.0,19.0
3745,33.0,0.0,2.0,0.0,2022.0,8.0,24.0
3746,37.0,3.0,0.0,1.0,2022.0,6.0,9.0
3747,27.0,1.0,2.0,0.0,2022.0,11.0,30.0
3748,19.0,2.0,1.0,1.0,2019.0,5.0,21.0
3749,26.0,1.0,2.0,2.0,2020.0,4.0,22.0
3750,38.0,0.0,1.0,1.0,2019.0,7.0,6.0
3751,31.0,2.0,2.0,1.0,2021.0,4.0,1.0
3752,30.0,0.0,0.0,3.0,2022.0,12.0,16.0
3753,23.0,0.0,0.0,1.0,2021.0,7.0,3.0
3754,31.0,0.0,2.0,0.0,2021.0,1.0,18.0
3755,34.0,1.0,1.0,3.0,2019.0,8.0,26.0
3756,24.0,1.0,1.0,1.0,2018.0,7.0,10.0
3757,23.0,1.0,1.0,0.0,2022.0,7.0,13.0
3758,23.0,0.0,1.0,2.0,2020.0,2.0,24.0
3759,36.0,2.0,0.0,1.0,2021.0,8.0,27.0
3760,30.0,0.0,1.0,2.0,2019.0,4.0,30.0
3761,29.0,1.0,2.0,0.0,2020.0,11.0,29.0
3762,32.0,1.0,0.0,0.0,2020.0,8.0,30.0
3763,31.0,1.0,2.0,2.0,2021.0,6.0,15.0
3764,30.0,2.0,0.0,0.0,2018.0,6.0,2.0
3765,40.0,2.0,0.0,2.0,2022.0,11.0,4.0
3766,28.0,3.0,1.0,0.0,2019.0,3.0,20.0
3767,16.0,2.0,1.0,3.0,2022.0,7.0,19.0
3768,21.0,3.0,2.0,0.0,2022.0,4.0,13.0
3769,41.0,1.0,1.0,0.0,2021.0,4.0,9.0
3770,31.0,0.0,0.0,1.0,2021.0,10.0,25.0
3771,26.0,1.0,2.0,2.0,2018.0,11.0,15.0
3772,16.0,1.0,0.0,0.0,2022.0,1.0,18.0
3773,35.0,3.0,1.0,1.0,2021.0,7.0,26.0
3774,25.0,1.0,0.0,0.0,2021.0,9.0,28.0
3775,30.0,1.0,1.0,2.0,2021.0,11.0,9.0
3776,16.0,1.0,0.0,2.0,2022.0,5.0,11.0
3777,36.0,0.0,2.0,3.0,2022.0,5.0,7.0
3778,31.0,0.0,0.0,1.0,2020.0,12.0,10.0
3779,18.0,0.0,0.0,3.0,2020.0,4.0,9.0
3780,30.0,3.0,2.0,0.0,2022.0,12.0,15.0
3781,29.0,2.0,1.0,1.0,2022.0,6.0,27.0
3782,41.0,0.0,1.0,3.0,2022.0,12.0,3.0
3783,37.0,3.0,1.0,0.0,2021.0,5.0,5.0
3784,17.0,3.0,0.0,2.0,2019.0,3.0,8.0
3785,33.0,1.0,0.0,2.0,2018.0,10.0,5.0
3786,16.0,2.0,2.0,0.0,2018.0,6.0,14.0
3787,39.0,1.0,1.0,0.0,2022.0,1.0,14.0
3788,34.0,2.0,2.0,3.0,2019.0,12.0,6.0
3789,39.0,3.0,0.0,0.0,2018.0,9.0,22.0
3790,17.0,1.0,2.0,3.0,2019.0,9.0,10.0
3791,19.0,2.0,2.0,0.0,2022.0,7.0,24.0
3792,31.0,1.0,1.0,3.0,2021.0,1.0,2.0
3793,41.0,1.0,1.0,1.0,2022.0,9.0,6.0
3794,33.0,1.0,1.0,1.0,2020.0,12.0,6.0
3795,20.0,3.0,0.0,3.0,2019.0,8.0,11.0
3796,34.0,0.0,1.0,2.0,2022.0,4.0,24.0
3797,22.0,3.0,1.0,0.0,2018.0,3.0,6.0
3798,17.0,0.0,1.0,3.0,2019.0,6.0,20.0
3799,33.0,3.0,2.0,3.0,2018.0,9.0,12.0
3800,16.0,2.0,2.0,0.0,2020.0,12.0,13.0
3801,25.0,3.0,0.0,1.0,2022.0,6.0,21.0
3802,24.0,1.0,2.0,0.0,2022.0,6.0,9.0
3803,36.0,2.0,2.0,0.0,2020.0,5.0,13.0
3804,16.0,1.0,2.0,1.0,2018.0,3.0,1.0
3805,33.0,0.0,0.0,2.0,2022.0,11.0,5.0
3806,35.0,3.0,1.0,0.0,2022.0,2.0,15.0
3807,18.0,1.0,2.0,1.0,2021.0,1.0,20.0
3808,35.0,0.0,0.0,1.0,2022.0,6.0,15.0
3809,21.0,1.0,0.0,2.0,2019.0,4.0,7.0
3810,25.0,2.0,1.0,0.0,2022.0,3.0,24.0
3811,28.0,0.0,1.0,1.0,2022.0,5.0,13.0
3812,33.0,0.0,0.0,0.0,2019.0,8.0,25.0
3813,20.0,2.0,1.0,0.0,2021.0,7.0,3.0
3814,18.0,1.0,0.0,2.0,2022.0,8.0,3.0
3815,41.0,1.0,1.0,3.0,2022.0,5.0,5.0
3816,30.0,0.0,2.0,0.0,2022.0,4.0,14.0
3817,21.0,2.0,0.0,0.0,2020.0,7.0,8.0
3818,23.0,2.0,1.0,1.0,2021.0,6.0,18.0
3819,22.0,1.0,2.0,1.0,2021.0,10.0,23.0
3820,36.0,2.0,1.0,0.0,2022.0,5.0,30.0
3821,21.0,0.0,1.0,0.0,2020.0,4.0,9.0
3822,31.0,3.0,0.0,1.0,2020.0,5.0,5.0
3823,23.0,2.0,1.0,0.0,2022.0,6.0,17.0
3824,24.0,2.0,1.0,3.0,2019.0,8.0,26.0
3825,31.0,0.0,0.0,1.0,2020.0,1.0,20.0
3826,31.0,2.0,0.0,0.0,2019.0,8.0,22.0
3827,38.0,1.0,0.0,0.0,2018.0,12.0,8.0
3828,27.0,1.0,1.0,3.0,2020.0,4.0,28.0
3829,23.0,2.0,2.0,1.0,2021.0,3.0,15.0
3830,22.0,1.0,2.0,2.0,2020.0,6.0,15.0
3831,16.0,3.0,1.0,2.0,2022.0,3.0,7.0
3832,33.0,0.0,0.0,1.0,2021.0,3.0,28.0
3833,35.0,2.0,0.0,2.0,2018.0,3.0,13.0
3834,24.0,3.0,1.0,2.0,2019.0,12.0,4.0
3835,36.0,1.0,1.0,3.0,2021.0,4.0,20.0
3836,17.0,0.0,2.0,0.0,2019.0,6.0,10.0
3837,31.0,2.0,0.0,2.0,2021.0,2.0,25.0
3838,37.0,3.0,0.0,3.0,2021.0,7.0,16.0
3839,21.0,2.0,1.0,3.0,2020.0,10.0,17.0
3840,22.0,1.0,0.0,2.0,2022.0,8.0,29.0
3841,40.0,2.0,0.0,2.0,2020.0,7.0,30.0
3842,31.0,3.0,0.0,2.0,2021.0,2.0,16.0
3843,38.0,1.0,0.0,1.0,2018.0,5.0,3.0
3844,32.0,3.0,2.0,2.0,2022.0,4.0,27.0
3845,28.0,1.0,2.0,1.0,2019.0,9.0,13.0
3846,21.0,3.0,2.0,2.0,2021.0,6.0,7.0
3847,35.0,3.0,1.0,2.0,2018.0,1.0,10.0
3848,37.0,3.0,2.0,0.0,2019.0,9.0,5.0
3849,32.0,0.0,2.0,0.0,2021.0,9.0,30.0
3850,31.0,3.0,1.0,2.0,2022.0,1.0,3.0
3851,22.0,1.0,2.0,0.0,2022.0,10.0,21.0
3852,37.0,2.0,2.0,0.0,2021.0,1.0,13.0
3853,34.0,3.0,1.0,0.0,2018.0,2.0,23.0
3854,25.0,1.0,1.0,3.0,2022.0,7.0,13.0
3855,22.0,1.0,2.0,0.0,2022.0,8.0,25.0
3856,29.0,3.0,0.0,2.0,2019.0,6.0,23.0
3857,37.0,0.0,1.0,3.0,2022.0,6.0,8.0
3858,21.0,0.0,2.0,0.0,2022.0,2.0,20.0
3859,40.0,3.0,0.0,0.0,2022.0,11.0,1.0
3860,33.0,3.0,2.0,0.0,2021.0,4.0,27.0
3861,28.0,0.0,1.0,2.0,2019.0,1.0,11.0
3862,17.0,1.0,2.0,3.0,2019.0,2.0,7.0
3863,23.0,0.0,0.0,3.0,2022.0,2.0,2.0
3864,39.0,3.0,1.0,0.0,2022.0,5.0,18.0
3865,18.0,2.0,2.0,1.0,2018.0,2.0,7.0
3866,37.0,2.0,1.0,0.0,2022.0,10.0,29.0
3867,40.0,3.0,0.0,0.0,2020.0,8.0,3.0
3868,29.0,0.0,2.0,0.0,2022.0,11.0,11.0
3869,20.0,2.0,2.0,1.0,2022.0,5.0,20.0
3870,32.0,3.0,1.0,3.0,2022.0,7.0,26.0
3871,21.0,2.0,0.0,2.0,2018.0,8.0,18.0
3872,23.0,1.0,1.0,0.0,2020.0,11.0,12.0
3873,19.0,2.0,1.0,3.0,2021.0,11.0,2.0
3874,22.0,2.0,2.0,3.0,2022.0,6.0,30.0
3875,27.0,3.0,1.0,2.0,2022.0,2.0,5.0
3876,21.0,2.0,1.0,3.0,2021.0,8.0,5.0
